Country, Variable, Unit, Symbol," ""1965"""," ""1970"""," ""1975"""," ""1980"""," ""1985"""," ""1995"""," ""2000"""," ""2002"""," ""2005"""," ""2007"""," ""2010"""," ""2012"""," ""2015"""," ""2017"""," ""2020"""
Ireland, SDG 6.4.2. Water Stress, %, E, , , ,5.15,5.33,5.49,4.67,4.34,3.85,3.51,4,4.72,5.79,6.51,21.64
Israel, Agricultural water withdrawal as % of total renewable water resources, %, E, ,70.17,69.78,69.38,76.2,68.62,63.93,57.36, , ,61.8, ,62.81,56.18,67.13
Israel, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , ,62.16,59.62, ,62.2, , , 
Israel, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,190.82,212.45,181.88,195.8,298.3,316.79,289.82,334.63,375.68,363.1,425.27,486.43,545.78,554.14
Israel, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,1.23,1.24,1.57,1.83,2,2.15,1.86,1.86,2.48,2.12
Israel, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,111.34,124.17,126.24,130.52,183.66,182.07,179,192.35,216.04,245.86,238.99,235.51,233.39,247.91
Israel, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , ,87.44,91.69,105.73,114.11,119.25,125.87, ,134.15
Israel, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,67.43,83.8, , , , , , ,87.44, 
Israel, SDG 6.4.2. Water Stress, %, E, ,133.16,137.87,142.18,153.22,132.21,139.19,133.16,121.29,119.01,115.61,108.91,98.87,103.61,110.09
Italy, Agricultural water withdrawal as % of total renewable water resources, %, E, ,13.38, , , , ,10.46, , ,6.74, , , , , 
Italy, Agricultural water withdrawal as % of total renewable water resources, %, I, , ,12.94,12.5,12.06,11.17, ,9.4,7.8, ,7.81,8.53,8.89,8.89,8.89
Italy, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,30.9,27.64,27.05,28.19,28.01,25.33,27.68,31.52,37.01,38.4,42.12,44.26,46.55,42.99
Italy, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.85,0.78,0.89,0.99,1.18,0.84,0.95,0.94,0.98,0.83
Italy, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,61.19,72.03,86.08,112.19,132.07,131.04,137.13,144.07,145.71,140.54,135.13,134.02,139.57,131.63
Italy, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,33.65,35.66,39.75,46.46,52.52,49.78,48.2,47.63,49.25,45.88
Italy, SDG 6.4.2. Water Stress, %, E, ,36.66,39.02,41.37,38.85,38.44,39.7,36.76,32.32,29.44,29.7,29.88,29.92,29.76,29.65
Jamaica, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , ,4.14, , ,1.25, , 
Jamaica, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,6.1,5.29,4.96,4.47, ,3.52,3.11, ,1.05,1.05
Jamaica, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,48.32,36.06,33.46,34.85,10.01,3.67,2.79,4.86,2.19,2.12
Jamaica, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.22,0.23,0.27,0.28,0.38,0.48,1.34,1.71,2.06
Jamaica, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,41.89,36.59,35.39,33.05,34.15,32.37,31.84,43.72,65.01,60.12
Jamaica, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,12.93,13.48,14.51,12.64,9.47,8.42,14.18,8.65,8.12
Jamaica, SDG 6.4.2. Water Stress, %, E, , , , , , , , , , , , ,7.67, , 
Jamaica, SDG 6.4.2. Water Stress, %, I, , , , , ,9.12,10.49,11.03,11.86,12.4,13.23,13.77, ,12.47,12.47
Japan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , ,13.49, ,13.61,13.31,13.03, ,12.67, , , ,12.49,12.4
Japan, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , ,13.56, , , ,12.8, ,12.64,12.6,12.53, , 
Japan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , ,50.73,61.06,84.37,73.76,87.44,90.33,91.82,93.02,91.34,101.56,107.43,109.96
Japan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.76,0.76,0.71,0.62,0.61,0.63,0.65,0.63,0.71,0.66
Japan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , ,98.1,111.48,153.61,158.79,176.21,192.29,200.05,202.31,209.27,218.19,226.01,214.67
Japan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,42.04,43.92,47.08,50.67,52.39,51.8,52.55,55.12,57,55.42
Japan, SDG 6.4.2. Water Stress, %, E, , , ,40.55,41.19,40.85,41.56,38.83,38.36,38.05,37.24,37.04,36.74,36.46,36.05
Jordan, Agricultural water withdrawal as % of total renewable water resources, %, E, , ,31.27,40.23,49.2, ,57.74,55.18,65.23,62.86,53.47,49.31,54.86,58.89,60.9
Jordan, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,70.81, , , , , , , , , 
Jordan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , ,36.72,87.3,112.25,95.44,97.12,115.72,151.18,158.07,209.37,262.47,245.2,284.6,245.35
Jordan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.38,0.33,0.4,0.57,0.76,1.29,1.14,1.54,1.55,1.49
Jordan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , ,24.76,41.67,56.16,40.01,48.53,52.41,56.33,63.19,58.01,61.83,52.24,53.44,52.48
Jordan, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , ,21.84,23.98,28.72,32.97,36.6,33.49,33.3,32.58
Jordan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,13.55,18.81, , , , , , , , 
Jordan, SDG 6.4.2. Water Stress, %, E, , ,49.95,59.25,68.56,96.24,82.57,81.81,95.94,103.22,98.9,94.03,96.16,100.44,104.31
Kazakhstan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,25.28,12.91,13.99,16.3,13.34,12.99,11.52,12.2,13.95,14.21
Kazakhstan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,2.73,4.76,5.65,8.2,8.1,8.39,8.82,8.71,8.45,14.19
Kazakhstan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.05
Kazakhstan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,57.31,15.66,19.25,24.29,28.77,26.18,35.41,48.78,48.97,25.33
Kazakhstan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,1.47,2.74,3.22,3.94,5.29,5.7,6.79,7.7,7.14,7.42
Kazakhstan, SDG 6.4.2. Water Stress, %, E, , , , , ,44.48,29.13,30.87,34.4,31.64,33.02,29.67,30.04,31.14,34.1
Kenya, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,3.29, , , ,6.21,6.21,6.22, , 
Kenya, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,4.2, ,4.9,5.85,5.99, , , ,10.53,10.53
Kenya, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,62.79,62.79,63.26,73.6,78.12,76.45,85.39,91.39,37.44,42.4
Kenya, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.07,0.12,0.08,0.08,0.1,0.14,0.16,0.22,0.15,0.19
Kenya, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,44.75,44.69,49.15,38.76,34.18,27.35,30.22,34.7,89.47,94.23
Kenya, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,13.74,16.94,14.13,13.27,13.82,13.13,14.55,16.47,13.92,14.9
Kenya, SDG 6.4.2. Water Stress, %, E, , , , , ,14.88,12.86,17.04,21.24,23.36,26.53,26.54,26.55,33.24,33.24
Kuwait, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , ,2459.5, , , , ,3438,3892, 
Kuwait, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,1724.94,2249.63, ,2685.31,2835.85,3061.65,3212.19, , ,3892
Kuwait, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,1827.2,1474.32,1480.25,2372.63,2647.61,2635.63,3512.79,2606.62,2543.37,1932.33
Kuwait, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.68,0.48,0.67,0.51,0.39,0.71,0.63,0.89,0.76,0.61
Kuwait, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,102.96,77.12,86.51,85.43,102.35,104.88,96.36,156.85,149.6,166.04
Kuwait, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,90.49,75.49,72.01,93.05,103.77,100.43,112.61,113.58,101.53,95.95
Kuwait, SDG 6.4.2. Water Stress, %, E, , , , , ,1385.57,1911.85,2075,2380.54,2584.23,2889.77,3093.46,3399,3850.5,3850.5
Kyrgyzstan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,40.01, , , , , , , , 
Kyrgyzstan, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,40.17, ,37.18,32.94,31.24,30.36,30.06,30.06,30.06,30.06
Kyrgyzstan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,1.67,2.58,1.96,2.05,1.96,3.6,3.22,4.61,5.33,5.8
Kyrgyzstan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.1,0.11,0.12,0.13,0.15,0.11,0.11,0.11,0.11,0.12
Kyrgyzstan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,3.11,4.02,5.27,8.2,10.24,12.36,13.4,16.11,17.17,16.85
Kyrgyzstan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,0.23,0.31,0.34,0.44,0.51,0.62,0.64,0.78,0.84,0.86
Kyrgyzstan, SDG 6.4.2. Water Stress, %, E, , , , , ,63.88,65.45,60.31,52.61,50.04,50.04,50.04,50.04,50.04,50.04
Lao People's Democratic Republic, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , ,0.96, , , ,2.26,2.1,2.11
Lao People's Democratic Republic, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , ,1.23,1.64,1.91, , , 
Lao People's Democratic Republic, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,3.42,3.94,4.46,6.55,9.47,12.34,17.45,17.46,19.47,24.17
Lao People's Democratic Republic, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,0.21,0.17,0.14,0.12,0.12,0.13,0.17
Lao People's Democratic Republic, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,14.28,20.82,21.3,24.6,26.57,38.21,41.62,56.72,66.27,75.11
Lao People's Democratic Republic, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,1.42,1.31,1.36,1.37,1.43,1.76,2.05
Lao People's Democratic Republic, SDG 6.4.2. Water Stress, %, E, , , , , , , , ,2.28,2.87,3.75,4.34,5.12,4.77,4.79
Latvia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,0.1,0.14,0.15,0.15,0.14, ,0.12,0.14,0.16,0.16
Latvia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , ,0.13, , , , 
Latvia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , ,131.38,75.33,76.84,126.41,129.72,138.18
Latvia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.02,0.02,0.02,0.01,0.02,0.03
Latvia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , ,153.85,106.16,105.06,201.23,228.49,219.09
Latvia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , ,113.79,80.22,82.48,130.42,137.32,135.59
Latvia, SDG 6.4.2. Water Stress, %, E, , , , , ,2.39,1.71,1.44,1.31,1.22,1.62,1.46,1.04,1.07,1.07
Lebanon, Agricultural water withdrawal as % of total renewable water resources, %, E, , ,14.17, , , ,20.43, ,17.32, , , ,15.55, , 
Lebanon, Agricultural water withdrawal as % of total renewable water resources, %, I, , , ,15.55,16.94,19.6, ,19.19, ,16.97,16.43,16.08, ,15.55,15.55
Lebanon, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , ,86.07,54.56,71.36,73.75,38.18,28.82,23.97,13.76,10.06,9.29,7.44,7.35,2.15
Lebanon, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.61,0.69,0.71,0.84,1.4,2.29,2.36,2.34,2.07,1.22
Lebanon, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , ,189.02,91.42,86.73,44.86,48.33,55.7,61.52,73.69,108.01,124.57,158.69,165.17,128.78
Lebanon, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,16.39,17.19,19.28,21.09,21.99,25.69,25.64,25.23,25.93,18.31
Lebanon, SDG 6.4.2. Water Stress, %, E, , ,24.37,29,33.62,42.65,41.08,39.48,35.56,40.21,47.18,51.82,58.79,58.79,58.79
Lesotho, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.39,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Lesotho, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,18.11,19.97,23.69,23.46,30.13,25.54,27.71,33.79,27.6,34.3
Lesotho, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02
Lesotho, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,37.33,36.33,37.81,42.89,49.47,59.2,64.75,66.81,70.76,60.75
Lesotho, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,20.41,25.71,28.08,30.3,36.35,38.7,42.22,45.94,44.91,43.4
Lesotho, SDG 6.4.2. Water Stress, %, E, , , , , ,2.63,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57
Liberia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.01, , , , , , , , 
Liberia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.02, ,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Liberia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,0.31,0.14,1.69,1.31,2.3,3.15,3.74,4.28,3.65,3.6
Liberia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.02,0.02,0.01,0.02,0.02,0.03,0.04,0.04,0.04
Liberia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,0.6,4.26,2.8,2.18,2.98,3.25,4.04,5.85,5.4,5.36
Liberia, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,0.35,2.37,2.14,1.68,2.48,2.94,3.59,4.79,4.31,4.27
Liberia, SDG 6.4.2. Water Stress, %, E, , , , , ,0.24,0.24,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.26
Libya, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , ,280.71, ,512,537.71,576.27,609.58,659.55,692.86, , , 
Libya, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,561.51, , , , , , ,692.86,692.86,692.86
Libya, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,196.38,193.7,242.29,409.34,375.65,258.05,200.63,54.86,77.5,27.37
Libya, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.3,0.39,0.25,0.15,0.12,0.13,0.11,0.17,0.2,0.07
Libya, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , ,55.83,60.96,45.32,34.84,28.25,31.29,40.37,44.22,52.44,60.52,17.99
Libya, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,11.74,12.63,12.51,16.6,17.89,16.43,15.04,9.07,11.15,3.53
Libya, SDG 6.4.2. Water Stress, %, E, , ,171.43,210,445, ,615.43,648.49,698.07,732.09,783.12,817.14, , , 
Libya, SDG 6.4.2. Water Stress, %, I, , , , , ,650.61, , , , , , ,817.14,817.14,817.14
Liechtenstein, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,459.17,441.45,459.92
Lithuania, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,0.03,0.08, ,0.33,0.33, , ,0.25,0.24, 
Lithuania, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , ,0.28, , ,0.3,0.26, , ,0.23
Lithuania, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,1.01,1.82,2.43,4.62,7.06,8.62,17.48,52.95,147.71,179.46
Lithuania, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.02,0.02,0.03,0.04,0.04,0.05
Lithuania, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,49,76.8,95.29,133.19,172.23,190.25,225.22,197.04,214.22,225.05
Lithuania, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,11.83,14.74,27.46,46.75,91.18,147.61,163.69
Lithuania, SDG 6.4.2. Water Stress, %, E, , , , , ,31.34,21.85,19.22,17.02,16.32,7.47,3.87,2.75,1.87,1.83
Luxembourg, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,0.01, , , , , ,0.01,0.02,0.01, 
Luxembourg, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , ,0.01, , , , , , , , 
Luxembourg, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,381.08,466.65,564.29,758.84,1186.88,1819.7,1401.34,3094.77,3856, 
Luxembourg, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, I, , , , , , , , , , , , , , ,1483.59
Luxembourg, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , ,1.31,0.68,0.72,0.42,0.14, , , 
Luxembourg, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,518.41,646.54,706.75,803.23,938.43,972.21,1092.05,1152.04,1190.02,1124.19
Luxembourg, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , ,676.54,794.2,965.92,1021.91,1112.86,1223.34,1273.13,1189.98
Luxembourg, SDG 6.4.2. Water Stress, %, E, ,2.89,3.52,3.29,5.56,4.73,4.93,4.7,4.35,4.13,3.95,3.7,3.71,3.78,3.96
Madagascar, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,3.86, ,3.86, , , , , , 
Madagascar, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , ,4.73,4.15, ,3.86, ,3.86,3.86,3.86,3.86,3.86,3.86
Madagascar, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , ,95.75,8.78,7.33,6.56,8.47,10.65,10.3,10.42,12.61,14.54,14.2
Madagascar, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.07,0.08,0.08,0.09,0.1,0.1,0.1,0.11,0.11
Madagascar, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , ,18.25,13.54,15.7,13.31,13.61,11.95,12.56,13.67,14.82,16.09,15.4
Madagascar, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,0.42,0.4,0.48,0.56,0.59,0.62,0.68,0.74,0.72
Madagascar, SDG 6.4.2. Water Stress, %, E, , , , ,13.49,11.96,11.19,11.22,11.26,11.26,11.26,11.26,11.26,11.26,11.26
Malawi, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , ,6.75,6.75, , , , , , 
Malawi, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,4.94,6.23, , ,6.75,6.75,6.75,6.75,6.75,6.75
Malawi, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , ,19.37,16.18,14.4,11.76,10.74,15.1,15.44,18.06,25.63,30.87,36.37
Malawi, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.02,0.03,0.03, ,0.03,0.04,0.04,0.05,0.05,0.06
Malawi, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, I, , , , , , , , ,0.03, , , , , , 
Malawi, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , ,8.64,12.19,10.5,10.07,10.85,13.53,18.22,22.1,30.8,38.2,40.47
Malawi, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,1.79,1.51,1.37,1.55,1.98,2.49,3,4.19,5.16,5.6
Malawi, SDG 6.4.2. Water Stress, %, E, , , , , ,12.72,15.95,17.26,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Malaysia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.6,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
Malaysia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,27.73,40.96,40.19,49.86,53.96,53.59,59.03,65.66,72.13,69.21
Malaysia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.55,0.61,0.66,0.9,1.01,1.09,1.07,1.23,1.21
Malaysia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,44.15,54.45,60.65,65.16,73.31,88.72,100.07,122.85,135.16,147.59
Malaysia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,25.81,27.13,31.15,34.47,38.18,42.62,50.16,55.18,57.34
Malaysia, SDG 6.4.2. Water Stress, %, E, , , , , ,3.85,2.89,2.93,2.99,3.03,3.09,3.13,3.19,3.44,3.44
Maldives, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , , , , , 
Maldives, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,674.23,830.43,900.34,777.29,717.63,783.37,935.56,1240.98,1497.54,1113.69
Maldives, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,205.34,241.12,249.9,258.92,381.35,442.93,478.06,542.69,594.54,471.33
Maldives, SDG 6.4.2. Water Stress, %, E, , , , , ,15.32,17.67,16.92,14.48, ,3.38, , , , 
Maldives, SDG 6.4.2. Water Stress, %, I, , , , , , , , , ,15.46, ,15.67,15.67,15.67,15.67
Mali, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,2.88,3.95,4.17,4.21,4.23,4.23,4.23,4.23,4.23,4.23
Mali, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,35.45,108.03,163.17,266.09,387.5,505.08,533.84,581.63,724.34,927.4
Mali, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04
Mali, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,15.4,17.73,19.07,19.24,23.29,30.68,35.33,47.26,51.62,57.72
Mali, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,0.38,0.47,0.54,0.63,0.79,1.04,1.17,1.46,1.66,1.95
Mali, SDG 6.4.2. Water Stress, %, E, , , , , ,5.44,7.45,7.88,7.97,8,8,8,8,8,8
Malta, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,13.86, ,37.43,31.49,40.2, ,47.72,50.3,55.45,47.71
Malta, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , ,35.48, , , ,37.69, , , , 
Malta, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,3306.68,2367.12,1671.32,1293.31,1314.23,1296.72,1181.24,1320.81,1538.52
Malta, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,4.36,2.06,2.36,3.3,3.08,2.27,1.82,2,1.41,1.27
Malta, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,34.93,46.92,70.27,65.73,65.69,107.55,124.57,158.28,208.14,312.53,438.3,239.57,266.54,266.91
Malta, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,102.45,108.47,134.12,142.65,187.41,196.18,157.17,170.03,185.85
Malta, SDG 6.4.2. Water Stress, %, E, , , ,39.6,53.27,46.14, ,67.33,70.65,72.87,80.99,79.41,82.77,91.09,81.86
Malta, SDG 6.4.2. Water Stress, %, I, , , , , , ,61.27, , , , , , , , 
Mauritania, Agricultural water withdrawal as % of total renewable water resources, %, E, , , ,5.38,13.16, ,13.16, , , , , , , , 
Mauritania, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,13.16, ,11.94,10.73,10.73,10.73,10.73,10.73,10.73,10.73
Mauritania, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , ,15,19.9,26.56,31.31,27.96,38.3,52.27,54.5,60.18,38.41,42.47,56.56
Mauritania, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.12,0.13,0.16,0.19,0.2,0.19,0.2,0.29,0.33,0.31
Mauritania, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , ,10.69,10.27,14.44,21.15,19.56,19.52,20.75,22.39,23.06,31.95,31.68,32.39
Mauritania, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,1.3,1.62,1.79,2.45,2.88,3.04,3.23,3.42,3.54,3.91
Mauritania, SDG 6.4.2. Water Stress, %, E, , , ,7.17,16,15.8,15.71,14.45,13.25,13.25,13.25,13.25,13.25,13.25,13.25
Mauritius, Agricultural water withdrawal as % of total renewable water resources, %, E, , ,10.06,11.98,13.9,16.72,16.59,17.43,16.94,15.38,14.69,13.27,12.47,12.5,11.09
Mauritius, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , ,15.03,17.37,19.9,25.92,33.12,54.81,146.43,302.52,201.07,185.36,143.33,166.1,188.73
Mauritius, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , ,0.24,0.26,0.29,0.28,0.34,0.33,0.35,0.38
Mauritius, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , ,10.34,16.21,15.88,23.84,33.72,21.91,21.26,27.1,27.17,33.32,31.35,33.56,27.32
Mauritius, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,16.53,17.6,16.19
Mauritius, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , ,8.16,9.09,11.72,13.07,15.51, , , 
Mauritius, SDG 6.4.2. Water Stress, %, E, , ,13.09, , ,22.36,22.17, ,25.12,22.9,23.16,21.16,22.25,22.17,22.06
Mauritius, SDG 6.4.2. Water Stress, %, I, , , ,15.58,18.08, , ,24.96, , , , , , , 
Mexico, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,13.53,12.51,12.15,12.71,13.11, ,13.72,14.15,14.46,14.68
Mexico, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , ,13.36, , , , 
Mexico, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , ,39.16,40.97,44.58,42.12,47.51,42.52,52.11,37.48
